student_id,skill_level,interest,time_available,past_performance,goal,recommended_topic,difficulty_level,resource_type
683,Beginner,Machine Learning,4-6 hours,79,Academic,Math for ML,Medium,Interactive
684,Beginner,Python,2-4 hours,93,Academic,Functions and Modules,Medium,Video
685,Advanced,Mobile Development,1-2 hours,63,Academic,Cross-platform Architecture,Easy,Article
686,Beginner,Python,2-4 hours,72,Certifications,Control Flow,Easy,Video
687,Advanced,Python,4-6 hours,66,Hobby,Decorators & Generators,Easy,Interactive
688,Beginner,Machine Learning,6+ hours,85,Hobby,ML Fundamentals,Easy,Book
689,Beginner,Machine Learning,1-2 hours,100,Hobby,ML Fundamentals,Easy,Article
690,Beginner,Python,1-2 hours,99,Hobby,Functions and Modules,Easy,Article
691,Beginner,Web Development,6+ hours,73,Career,JavaScript Basics,Easy,Book
692,Advanced,Mobile Development,4-6 hours,54,Career,Cross-platform Architecture,Easy,Interactive
693,Beginner,Web Development,6+ hours,58,Career,HTML/CSS Basics,Easy,Book
694,Intermediate,Python,1-2 hours,79,Career,Libraries (Pandas/NumPy),Medium,Article
695,Beginner,Mobile Development,6+ hours,96,Certifications,UI/UX,Easy,Book
696,Intermediate,Python,6+ hours,93,Certifications,Web Scraping,Medium,Book
697,Beginner,Data Science,2-4 hours,61,Academic,Statistics Basics,Easy,Video
698,Intermediate,Machine Learning,2-4 hours,52,Hobby,Scikit-learn,Easy,Video
699,Advanced,Data Science,6+ hours,76,Certifications,Big Data Tools,Hard,Book
700,Beginner,Python,4-6 hours,74,Hobby,Control Flow,Easy,Interactive
701,Intermediate,Web Development,2-4 hours,90,Career,APIs & Backend,Hard,Video
702,Intermediate,Data Science,6+ hours,84,Certifications,ML Basics,Medium,Book
703,Intermediate,Mobile Development,4-6 hours,74,Academic,Flutter/Dart,Medium,Interactive
704,Beginner,Python,4-6 hours,88,Hobby,Functions and Modules,Easy,Interactive
705,Beginner,Data Science,1-2 hours,80,Academic,Python for Data,Medium,Article
706,Advanced,Web Development,2-4 hours,56,Hobby,Full Stack Architecture,Easy,Video
707,Advanced,Web Development,4-6 hours,84,Career,Microservices,Hard,Interactive
708,Beginner,Mobile Development,6+ hours,72,Hobby,Programming Fundamentals,Easy,Book
709,Beginner,Web Development,4-6 hours,97,Academic,Responsive Design,Medium,Interactive
710,Advanced,Python,4-6 hours,86,Hobby,Optimization,Easy,Interactive
711,Advanced,Web Development,6+ hours,84,Academic,Microservices,Medium,Book
712,Beginner,Machine Learning,1-2 hours,55,Career,Python for ML,Easy,Article
713,Beginner,Mobile Development,2-4 hours,51,Certifications,App Design Basics,Easy,Video
714,Beginner,Data Science,2-4 hours,58,Academic,Statistics Basics,Easy,Video
715,Advanced,Web Development,4-6 hours,53,Career,Full Stack Architecture,Easy,Interactive
716,Beginner,Mobile Development,2-4 hours,99,Career,UI/UX,Hard,Video
717,Advanced,Data Science,1-2 hours,73,Certifications,Big Data Tools,Hard,Article
718,Advanced,Python,4-6 hours,69,Academic,Decorators & Generators,Easy,Interactive
719,Beginner,Web Development,6+ hours,100,Certifications,Responsive Design,Easy,Book
720,Advanced,Data Science,2-4 hours,95,Academic,Advanced Visualization,Medium,Video
721,Beginner,Mobile Development,2-4 hours,74,Academic,Programming Fundamentals,Medium,Video
722,Advanced,Data Science,2-4 hours,61,Career,Deep Learning,Easy,Video
723,Advanced,Mobile Development,6+ hours,99,Career,Native Modules,Hard,Book
724,Beginner,Mobile Development,4-6 hours,89,Hobby,UI/UX,Easy,Interactive
725,Advanced,Mobile Development,1-2 hours,81,Hobby,Performance Optimization,Easy,Article
726,Intermediate,Python,2-4 hours,72,Academic,Libraries (Pandas/NumPy),Medium,Video
727,Beginner,Python,4-6 hours,78,Career,Control Flow,Easy,Interactive
728,Intermediate,Web Development,2-4 hours,94,Career,APIs & Backend,Hard,Video
729,Intermediate,Data Science,1-2 hours,96,Career,SQL for Data,Hard,Article
730,Beginner,Machine Learning,6+ hours,96,Certifications,ML Fundamentals,Easy,Book
731,Beginner,Machine Learning,6+ hours,74,Academic,Math for ML,Medium,Book
732,Advanced,Machine Learning,1-2 hours,80,Hobby,Reinforcement Learning,Easy,Article
733,Beginner,Machine Learning,1-2 hours,52,Academic,Python for ML,Easy,Article
734,Beginner,Data Science,4-6 hours,56,Career,Statistics Basics,Easy,Interactive
735,Intermediate,Web Development,6+ hours,60,Career,React.js,Easy,Book
736,Advanced,Python,4-6 hours,88,Certifications,Optimization,Hard,Interactive
737,Advanced,Python,6+ hours,91,Hobby,Optimization,Easy,Book
738,Advanced,Machine Learning,2-4 hours,53,Career,Neural Networks,Easy,Video
739,Intermediate,Web Development,2-4 hours,76,Academic,Node.js,Medium,Video
740,Advanced,Data Science,4-6 hours,65,Career,Deep Learning,Easy,Interactive
741,Beginner,Machine Learning,6+ hours,59,Career,Python for ML,Easy,Book
742,Intermediate,Python,6+ hours,55,Academic,Data Structures,Easy,Book
743,Advanced,Mobile Development,6+ hours,62,Career,Cross-platform Architecture,Easy,Book
744,Beginner,Web Development,2-4 hours,90,Academic,Responsive Design,Medium,Video
745,Beginner,Machine Learning,1-2 hours,69,Certifications,Python for ML,Easy,Article
746,Intermediate,Machine Learning,4-6 hours,55,Certifications,Scikit-learn,Easy,Interactive
747,Beginner,Data Science,6+ hours,73,Hobby,Python for Data,Easy,Book
748,Intermediate,Python,4-6 hours,78,Certifications,Libraries (Pandas/NumPy),Medium,Interactive
749,Intermediate,Web Development,4-6 hours,86,Career,APIs & Backend,Hard,Interactive
750,Beginner,Python,1-2 hours,92,Academic,Functions and Modules,Medium,Article
751,Advanced,Machine Learning,2-4 hours,85,Career,Model Deployment,Hard,Video
752,Intermediate,Mobile Development,6+ hours,84,Certifications,Flutter/Dart,Medium,Book
753,Advanced,Web Development,6+ hours,69,Career,Full Stack Architecture,Easy,Book
754,Intermediate,Python,2-4 hours,57,Certifications,Data Structures,Easy,Video
755,Beginner,Web Development,2-4 hours,62,Hobby,HTML/CSS Basics,Easy,Video
756,Beginner,Machine Learning,1-2 hours,93,Certifications,ML Fundamentals,Easy,Article
757,Beginner,Web Development,4-6 hours,70,Career,JavaScript Basics,Easy,Interactive
758,Beginner,Machine Learning,6+ hours,85,Academic,ML Fundamentals,Medium,Book
759,Intermediate,Mobile Development,6+ hours,50,Certifications,React Native,Easy,Book
760,Beginner,Machine Learning,2-4 hours,59,Career,Python for ML,Easy,Video
761,Beginner,Mobile Development,1-2 hours,100,Academic,UI/UX,Medium,Article
762,Advanced,Data Science,6+ hours,66,Certifications,Deep Learning,Easy,Book
763,Advanced,Machine Learning,6+ hours,52,Hobby,Neural Networks,Easy,Book
764,Intermediate,Machine Learning,2-4 hours,89,Certifications,Model Evaluation,Medium,Video
765,Beginner,Machine Learning,4-6 hours,94,Hobby,ML Fundamentals,Easy,Interactive
766,Beginner,Machine Learning,4-6 hours,73,Career,Math for ML,Easy,Interactive
767,Intermediate,Data Science,4-6 hours,67,Certifications,Pandas & Data Cleaning,Easy,Interactive
768,Advanced,Python,2-4 hours,58,Academic,Decorators & Generators,Easy,Video
769,Advanced,Machine Learning,4-6 hours,67,Certifications,Neural Networks,Easy,Interactive
770,Advanced,Python,2-4 hours,78,Hobby,System Design,Easy,Video
771,Intermediate,Machine Learning,4-6 hours,53,Hobby,Scikit-learn,Easy,Interactive
772,Beginner,Data Science,6+ hours,58,Career,Statistics Basics,Easy,Book
773,Beginner,Web Development,2-4 hours,53,Hobby,HTML/CSS Basics,Easy,Video
774,Beginner,Machine Learning,1-2 hours,73,Hobby,Math for ML,Easy,Article
775,Intermediate,Data Science,6+ hours,82,Certifications,ML Basics,Medium,Book
776,Advanced,Python,1-2 hours,65,Academic,Decorators & Generators,Easy,Article
777,Intermediate,Mobile Development,6+ hours,61,Certifications,React Native,Easy,Book
778,Advanced,Mobile Development,4-6 hours,72,Hobby,Performance Optimization,Easy,Interactive
779,Intermediate,Python,4-6 hours,51,Certifications,Data Structures,Easy,Interactive
780,Beginner,Web Development,2-4 hours,64,Hobby,HTML/CSS Basics,Easy,Video
781,Advanced,Web Development,4-6 hours,91,Certifications,Performance Optimization,Hard,Interactive
782,Advanced,Python,1-2 hours,80,Hobby,System Design,Easy,Article
783,Advanced,Web Development,1-2 hours,64,Academic,Full Stack Architecture,Easy,Article
784,Advanced,Data Science,4-6 hours,77,Certifications,Big Data Tools,Hard,Interactive
785,Intermediate,Machine Learning,4-6 hours,63,Certifications,Scikit-learn,Easy,Interactive
786,Intermediate,Mobile Development,6+ hours,87,Career,App State Management,Hard,Book
787,Beginner,Mobile Development,4-6 hours,85,Academic,UI/UX,Medium,Interactive
788,Intermediate,Python,6+ hours,54,Academic,Data Structures,Easy,Book
789,Intermediate,Data Science,4-6 hours,66,Academic,Pandas & Data Cleaning,Easy,Interactive
790,Beginner,Web Development,2-4 hours,53,Certifications,HTML/CSS Basics,Easy,Video
791,Advanced,Data Science,2-4 hours,96,Career,Advanced Visualization,Hard,Video
792,Advanced,Machine Learning,4-6 hours,66,Certifications,Neural Networks,Easy,Interactive
793,Intermediate,Machine Learning,1-2 hours,87,Hobby,Model Evaluation,Easy,Article
794,Intermediate,Web Development,6+ hours,92,Academic,APIs & Backend,Medium,Book
795,Advanced,Data Science,2-4 hours,92,Hobby,Advanced Visualization,Easy,Video
796,Intermediate,Python,6+ hours,58,Academic,Data Structures,Easy,Book
797,Advanced,Mobile Development,2-4 hours,93,Academic,Native Modules,Medium,Video
798,Advanced,Python,2-4 hours,72,Hobby,System Design,Easy,Video
799,Advanced,Data Science,6+ hours,100,Academic,Advanced Visualization,Medium,Book
800,Intermediate,Data Science,4-6 hours,79,Career,ML Basics,Medium,Interactive
801,Intermediate,Python,1-2 hours,80,Hobby,Libraries (Pandas/NumPy),Easy,Article
802,Advanced,Python,6+ hours,83,Academic,System Design,Medium,Book
803,Intermediate,Python,2-4 hours,58,Hobby,Data Structures,Easy,Video
804,Intermediate,Machine Learning,6+ hours,59,Academic,Scikit-learn,Easy,Book
805,Advanced,Web Development,1-2 hours,81,Academic,Microservices,Medium,Article
806,Advanced,Web Development,4-6 hours,90,Career,Performance Optimization,Hard,Interactive
807,Beginner,Machine Learning,4-6 hours,63,Hobby,Python for ML,Easy,Interactive
808,Advanced,Web Development,6+ hours,100,Career,Performance Optimization,Hard,Book
809,Beginner,Mobile Development,6+ hours,90,Certifications,UI/UX,Easy,Book
810,Intermediate,Machine Learning,6+ hours,74,Career,Feature Engineering,Medium,Book
811,Beginner,Mobile Development,2-4 hours,96,Academic,UI/UX,Medium,Video
812,Beginner,Data Science,2-4 hours,51,Career,Statistics Basics,Easy,Video
813,Advanced,Web Development,2-4 hours,94,Academic,Performance Optimization,Medium,Video
814,Intermediate,Web Development,1-2 hours,74,Academic,Node.js,Medium,Article
815,Beginner,Python,1-2 hours,69,Academic,Python Basic,Easy,Article
816,Intermediate,Mobile Development,4-6 hours,77,Hobby,Flutter/Dart,Easy,Interactive
817,Intermediate,Machine Learning,4-6 hours,98,Hobby,Model Evaluation,Easy,Interactive
818,Beginner,Machine Learning,1-2 hours,64,Hobby,Python for ML,Easy,Article
819,Advanced,Web Development,2-4 hours,96,Career,Performance Optimization,Hard,Video
820,Advanced,Mobile Development,2-4 hours,57,Academic,Cross-platform Architecture,Easy,Video
821,Advanced,Python,6+ hours,90,Academic,Optimization,Medium,Book
822,Advanced,Mobile Development,1-2 hours,88,Career,Native Modules,Hard,Article
823,Advanced,Python,1-2 hours,53,Career,Decorators & Generators,Easy,Article
824,Intermediate,Machine Learning,6+ hours,57,Academic,Scikit-learn,Easy,Book
825,Intermediate,Web Development,2-4 hours,94,Career,APIs & Backend,Hard,Video
826,Intermediate,Machine Learning,1-2 hours,92,Academic,Model Evaluation,Medium,Article
827,Advanced,Mobile Development,2-4 hours,76,Career,Performance Optimization,Hard,Video
828,Advanced,Mobile Development,1-2 hours,68,Career,Cross-platform Architecture,Easy,Article
829,Beginner,Machine Learning,2-4 hours,88,Hobby,ML Fundamentals,Easy,Video
830,Intermediate,Mobile Development,2-4 hours,72,Certifications,Flutter/Dart,Medium,Video
831,Intermediate,Web Development,1-2 hours,85,Certifications,APIs & Backend,Medium,Article
832,Beginner,Machine Learning,4-6 hours,65,Career,Python for ML,Easy,Interactive
833,Beginner,Python,1-2 hours,86,Certifications,Functions and Modules,Easy,Article
834,Beginner,Python,1-2 hours,96,Career,Functions and Modules,Hard,Article
835,Intermediate,Web Development,6+ hours,68,Academic,React.js,Easy,Book
836,Intermediate,Python,1-2 hours,61,Career,Data Structures,Easy,Article
837,Intermediate,Data Science,4-6 hours,77,Career,ML Basics,Medium,Interactive
838,Beginner,Python,1-2 hours,58,Hobby,Python Basic,Easy,Article
839,Intermediate,Data Science,6+ hours,89,Academic,SQL for Data,Medium,Book
840,Advanced,Python,4-6 hours,71,Hobby,System Design,Easy,Interactive
841,Beginner,Machine Learning,6+ hours,79,Academic,Math for ML,Medium,Book
842,Intermediate,Machine Learning,6+ hours,91,Hobby,Model Evaluation,Easy,Book
843,Beginner,Web Development,1-2 hours,60,Career,HTML/CSS Basics,Easy,Article
844,Intermediate,Mobile Development,6+ hours,86,Certifications,App State Management,Medium,Book
845,Beginner,Mobile Development,6+ hours,99,Academic,UI/UX,Medium,Book
846,Advanced,Python,2-4 hours,80,Certifications,System Design,Hard,Video
847,Beginner,Machine Learning,6+ hours,52,Career,Python for ML,Easy,Book
848,Intermediate,Data Science,1-2 hours,95,Hobby,SQL for Data,Easy,Article
849,Advanced,Data Science,1-2 hours,77,Hobby,Big Data Tools,Easy,Article
850,Intermediate,Data Science,6+ hours,59,Career,Pandas & Data Cleaning,Easy,Book
851,Beginner,Web Development,6+ hours,81,Hobby,JavaScript Basics,Easy,Book
852,Beginner,Machine Learning,4-6 hours,65,Academic,Python for ML,Easy,Interactive
853,Intermediate,Python,2-4 hours,85,Certifications,Web Scraping,Medium,Video
854,Intermediate,Web Development,1-2 hours,79,Certifications,Node.js,Medium,Article
855,Advanced,Machine Learning,1-2 hours,81,Certifications,Reinforcement Learning,Hard,Article
856,Intermediate,Python,6+ hours,97,Career,Web Scraping,Hard,Book
857,Beginner,Machine Learning,6+ hours,52,Career,Python for ML,Easy,Book
858,Beginner,Mobile Development,4-6 hours,82,Hobby,Programming Fundamentals,Easy,Interactive
859,Advanced,Machine Learning,4-6 hours,73,Career,Reinforcement Learning,Hard,Interactive
860,Beginner,Machine Learning,4-6 hours,85,Certifications,ML Fundamentals,Easy,Interactive
861,Advanced,Data Science,6+ hours,57,Career,Deep Learning,Easy,Book
862,Advanced,Web Development,1-2 hours,71,Academic,Microservices,Medium,Article
863,Advanced,Data Science,4-6 hours,94,Career,Advanced Visualization,Hard,Interactive
864,Beginner,Web Development,6+ hours,58,Certifications,HTML/CSS Basics,Easy,Book
865,Beginner,Data Science,2-4 hours,62,Career,Statistics Basics,Easy,Video
866,Intermediate,Web Development,6+ hours,100,Hobby,APIs & Backend,Easy,Book
867,Advanced,Data Science,1-2 hours,98,Certifications,Advanced Visualization,Hard,Article
868,Beginner,Mobile Development,1-2 hours,99,Certifications,UI/UX,Easy,Article
869,Intermediate,Mobile Development,2-4 hours,81,Career,Flutter/Dart,Hard,Video
870,Advanced,Python,6+ hours,87,Certifications,Optimization,Hard,Book
871,Advanced,Web Development,2-4 hours,96,Hobby,Performance Optimization,Easy,Video
872,Beginner,Machine Learning,4-6 hours,82,Certifications,Math for ML,Easy,Interactive
873,Intermediate,Mobile Development,2-4 hours,67,Certifications,React Native,Easy,Video
874,Intermediate,Data Science,6+ hours,58,Hobby,Pandas & Data Cleaning,Easy,Book
875,Intermediate,Mobile Development,4-6 hours,94,Academic,App State Management,Medium,Interactive
876,Advanced,Mobile Development,2-4 hours,62,Hobby,Cross-platform Architecture,Easy,Video
877,Advanced,Data Science,4-6 hours,93,Hobby,Advanced Visualization,Easy,Interactive
878,Advanced,Web Development,4-6 hours,95,Career,Performance Optimization,Hard,Interactive
879,Intermediate,Mobile Development,6+ hours,87,Certifications,App State Management,Medium,Book
880,Advanced,Mobile Development,4-6 hours,77,Career,Performance Optimization,Hard,Interactive
881,Advanced,Python,1-2 hours,74,Hobby,System Design,Easy,Article
882,Beginner,Python,2-4 hours,67,Hobby,Python Basic,Easy,Video
883,Intermediate,Data Science,2-4 hours,53,Academic,Pandas & Data Cleaning,Easy,Video
884,Beginner,Mobile Development,1-2 hours,72,Certifications,Programming Fundamentals,Easy,Article
885,Beginner,Mobile Development,2-4 hours,97,Certifications,UI/UX,Easy,Video
886,Beginner,Mobile Development,4-6 hours,94,Career,UI/UX,Hard,Interactive
887,Intermediate,Machine Learning,6+ hours,100,Academic,Model Evaluation,Medium,Book
888,Advanced,Python,1-2 hours,97,Academic,Optimization,Medium,Article
889,Beginner,Mobile Development,6+ hours,64,Academic,App Design Basics,Easy,Book
890,Advanced,Mobile Development,2-4 hours,99,Hobby,Native Modules,Easy,Video
891,Intermediate,Machine Learning,2-4 hours,93,Career,Model Evaluation,Hard,Video
892,Beginner,Web Development,1-2 hours,74,Career,JavaScript Basics,Easy,Article
893,Intermediate,Data Science,4-6 hours,58,Hobby,Pandas & Data Cleaning,Easy,Interactive
894,Advanced,Data Science,1-2 hours,71,Certifications,Big Data Tools,Hard,Article
895,Advanced,Web Development,1-2 hours,59,Academic,Full Stack Architecture,Easy,Article
896,Advanced,Python,4-6 hours,81,Academic,System Design,Medium,Interactive
897,Beginner,Data Science,2-4 hours,61,Career,Statistics Basics,Easy,Video
898,Advanced,Web Development,6+ hours,84,Certifications,Microservices,Hard,Book
899,Beginner,Data Science,2-4 hours,63,Academic,Statistics Basics,Easy,Video
900,Intermediate,Data Science,4-6 hours,63,Certifications,Pandas & Data Cleaning,Easy,Interactive
901,Advanced,Python,1-2 hours,92,Academic,Optimization,Medium,Article
902,Intermediate,Web Development,2-4 hours,52,Academic,React.js,Easy,Video
903,Intermediate,Python,6+ hours,66,Academic,Data Structures,Easy,Book
904,Beginner,Mobile Development,4-6 hours,82,Certifications,Programming Fundamentals,Easy,Interactive
905,Intermediate,Python,4-6 hours,91,Hobby,Web Scraping,Easy,Interactive
906,Intermediate,Mobile Development,1-2 hours,56,Hobby,React Native,Easy,Article
907,Advanced,Mobile Development,1-2 hours,90,Career,Native Modules,Hard,Article
908,Beginner,Web Development,6+ hours,56,Hobby,HTML/CSS Basics,Easy,Book
909,Advanced,Machine Learning,1-2 hours,97,Hobby,Model Deployment,Easy,Article
910,Beginner,Machine Learning,4-6 hours,52,Career,Python for ML,Easy,Interactive
911,Beginner,Python,2-4 hours,100,Academic,Functions and Modules,Medium,Video
912,Advanced,Python,2-4 hours,66,Certifications,Decorators & Generators,Easy,Video
913,Intermediate,Machine Learning,6+ hours,77,Academic,Feature Engineering,Medium,Book
914,Beginner,Machine Learning,1-2 hours,84,Career,Math for ML,Hard,Article
915,Advanced,Mobile Development,1-2 hours,98,Career,Native Modules,Hard,Article
916,Advanced,Python,4-6 hours,82,Career,System Design,Hard,Interactive
917,Intermediate,Data Science,1-2 hours,68,Certifications,Pandas & Data Cleaning,Easy,Article
918,Intermediate,Machine Learning,1-2 hours,80,Hobby,Feature Engineering,Easy,Article
919,Advanced,Web Development,2-4 hours,97,Certifications,Performance Optimization,Hard,Video
920,Advanced,Data Science,2-4 hours,69,Academic,Deep Learning,Easy,Video
921,Beginner,Mobile Development,2-4 hours,57,Career,App Design Basics,Easy,Video
922,Beginner,Mobile Development,6+ hours,84,Career,Programming Fundamentals,Hard,Book
923,Intermediate,Web Development,4-6 hours,63,Certifications,React.js,Easy,Interactive
924,Advanced,Mobile Development,2-4 hours,60,Hobby,Cross-platform Architecture,Easy,Video
925,Beginner,Mobile Development,4-6 hours,62,Career,App Design Basics,Easy,Interactive
926,Beginner,Mobile Development,1-2 hours,98,Certifications,UI/UX,Easy,Article
927,Advanced,Mobile Development,1-2 hours,68,Career,Cross-platform Architecture,Easy,Article
928,Intermediate,Python,2-4 hours,96,Certifications,Web Scraping,Medium,Video
929,Intermediate,Data Science,2-4 hours,92,Hobby,SQL for Data,Easy,Video
930,Beginner,Data Science,1-2 hours,62,Academic,Statistics Basics,Easy,Article
931,Intermediate,Machine Learning,4-6 hours,89,Academic,Model Evaluation,Medium,Interactive
932,Advanced,Mobile Development,2-4 hours,86,Academic,Native Modules,Medium,Video
933,Intermediate,Machine Learning,2-4 hours,50,Academic,Scikit-learn,Easy,Video
934,Beginner,Web Development,6+ hours,67,Academic,HTML/CSS Basics,Easy,Book
935,Beginner,Data Science,6+ hours,79,Certifications,Python for Data,Easy,Book
936,Intermediate,Data Science,6+ hours,85,Career,SQL for Data,Hard,Book
937,Beginner,Mobile Development,1-2 hours,67,Hobby,App Design Basics,Easy,Article
938,Advanced,Web Development,4-6 hours,96,Career,Performance Optimization,Hard,Interactive
939,Advanced,Python,1-2 hours,82,Career,System Design,Hard,Article
940,Advanced,Mobile Development,6+ hours,99,Hobby,Native Modules,Easy,Book
941,Beginner,Mobile Development,4-6 hours,84,Certifications,Programming Fundamentals,Easy,Interactive
942,Advanced,Web Development,4-6 hours,75,Hobby,Microservices,Easy,Interactive
943,Advanced,Data Science,2-4 hours,79,Career,Big Data Tools,Hard,Video
944,Intermediate,Data Science,1-2 hours,92,Hobby,SQL for Data,Easy,Article
945,Advanced,Web Development,2-4 hours,78,Hobby,Microservices,Easy,Video
946,Beginner,Mobile Development,2-4 hours,97,Certifications,UI/UX,Easy,Video
947,Intermediate,Python,2-4 hours,98,Certifications,Web Scraping,Medium,Video
948,Beginner,Python,4-6 hours,73,Hobby,Control Flow,Easy,Interactive
949,Beginner,Web Development,4-6 hours,74,Certifications,JavaScript Basics,Easy,Interactive
950,Intermediate,Python,1-2 hours,91,Academic,Web Scraping,Medium,Article
951,Beginner,Mobile Development,4-6 hours,97,Academic,UI/UX,Medium,Interactive
952,Advanced,Mobile Development,2-4 hours,74,Certifications,Performance Optimization,Hard,Video
953,Intermediate,Mobile Development,1-2 hours,83,Academic,Flutter/Dart,Medium,Article
954,Intermediate,Web Development,6+ hours,72,Academic,Node.js,Medium,Book
955,Intermediate,Machine Learning,1-2 hours,82,Hobby,Feature Engineering,Easy,Article
956,Intermediate,Web Development,2-4 hours,54,Academic,React.js,Easy,Video
957,Beginner,Web Development,2-4 hours,60,Academic,HTML/CSS Basics,Easy,Video
958,Advanced,Python,2-4 hours,76,Academic,System Design,Medium,Video
959,Advanced,Python,6+ hours,93,Certifications,Optimization,Hard,Book
960,Intermediate,Web Development,2-4 hours,91,Certifications,APIs & Backend,Medium,Video
961,Beginner,Web Development,1-2 hours,58,Hobby,HTML/CSS Basics,Easy,Article
962,Beginner,Mobile Development,1-2 hours,86,Hobby,UI/UX,Easy,Article
963,Beginner,Web Development,4-6 hours,61,Certifications,HTML/CSS Basics,Easy,Interactive
964,Advanced,Mobile Development,1-2 hours,96,Academic,Native Modules,Medium,Article
965,Beginner,Web Development,6+ hours,88,Certifications,Responsive Design,Easy,Book
966,Intermediate,Web Development,2-4 hours,76,Hobby,Node.js,Easy,Video
967,Advanced,Web Development,4-6 hours,60,Academic,Full Stack Architecture,Easy,Interactive
968,Intermediate,Mobile Development,1-2 hours,64,Certifications,React Native,Easy,Article
969,Intermediate,Web Development,1-2 hours,51,Hobby,React.js,Easy,Article
970,Advanced,Mobile Development,6+ hours,59,Career,Cross-platform Architecture,Easy,Book
971,Beginner,Machine Learning,1-2 hours,100,Career,ML Fundamentals,Hard,Article
972,Beginner,Machine Learning,2-4 hours,88,Career,ML Fundamentals,Hard,Video
973,Advanced,Machine Learning,6+ hours,73,Career,Reinforcement Learning,Hard,Book
974,Advanced,Mobile Development,6+ hours,64,Certifications,Cross-platform Architecture,Easy,Book
975,Intermediate,Data Science,1-2 hours,77,Hobby,ML Basics,Easy,Article
976,Intermediate,Machine Learning,2-4 hours,55,Academic,Scikit-learn,Easy,Video
977,Advanced,Mobile Development,6+ hours,66,Hobby,Cross-platform Architecture,Easy,Book
978,Beginner,Python,1-2 hours,83,Career,Control Flow,Hard,Article
979,Intermediate,Web Development,4-6 hours,76,Academic,Node.js,Medium,Interactive
980,Beginner,Web Development,6+ hours,91,Academic,Responsive Design,Medium,Book
981,Intermediate,Mobile Development,6+ hours,86,Academic,App State Management,Medium,Book
982,Advanced,Data Science,6+ hours,98,Hobby,Advanced Visualization,Easy,Book
983,Intermediate,Mobile Development,6+ hours,61,Academic,React Native,Easy,Book
984,Advanced,Mobile Development,6+ hours,66,Academic,Cross-platform Architecture,Easy,Book
985,Advanced,Data Science,6+ hours,97,Hobby,Advanced Visualization,Easy,Book
986,Advanced,Python,2-4 hours,78,Hobby,System Design,Easy,Video
987,Beginner,Web Development,6+ hours,100,Academic,Responsive Design,Medium,Book
988,Advanced,Mobile Development,1-2 hours,60,Certifications,Cross-platform Architecture,Easy,Article
989,Advanced,Python,1-2 hours,59,Certifications,Decorators & Generators,Easy,Article
990,Advanced,Machine Learning,1-2 hours,54,Academic,Neural Networks,Easy,Article
991,Beginner,Data Science,1-2 hours,88,Career,Data Visualization,Hard,Article
992,Advanced,Machine Learning,6+ hours,89,Academic,Model Deployment,Medium,Book
993,Advanced,Mobile Development,1-2 hours,99,Hobby,Native Modules,Easy,Article
994,Advanced,Machine Learning,6+ hours,50,Hobby,Neural Networks,Easy,Book
995,Advanced,Mobile Development,4-6 hours,62,Career,Cross-platform Architecture,Easy,Interactive
996,Advanced,Mobile Development,2-4 hours,89,Hobby,Native Modules,Easy,Video
997,Advanced,Python,4-6 hours,65,Career,Decorators & Generators,Easy,Interactive
998,Beginner,Python,4-6 hours,99,Certifications,Functions and Modules,Easy,Interactive
999,Intermediate,Machine Learning,6+ hours,87,Hobby,Model Evaluation,Easy,Book
1000,Advanced,Python,1-2 hours,55,Academic,Decorators & Generators,Easy,Article
1001,Advanced,Mobile Development,4-6 hours,72,Academic,Performance Optimization,Medium,Interactive
1002,Beginner,Mobile Development,2-4 hours,79,Certifications,Programming Fundamentals,Easy,Video
1003,Advanced,Python,4-6 hours,61,Certifications,Decorators & Generators,Easy,Interactive
1004,Advanced,Python,1-2 hours,82,Academic,System Design,Medium,Article
1005,Intermediate,Python,4-6 hours,84,Academic,Libraries (Pandas/NumPy),Medium,Interactive
1006,Advanced,Machine Learning,6+ hours,86,Certifications,Model Deployment,Hard,Book
1007,Beginner,Data Science,6+ hours,93,Certifications,Data Visualization,Easy,Book
1008,Advanced,Python,6+ hours,57,Academic,Decorators & Generators,Easy,Book
1009,Beginner,Machine Learning,2-4 hours,93,Hobby,ML Fundamentals,Easy,Video
1010,Intermediate,Machine Learning,4-6 hours,83,Career,Feature Engineering,Hard,Interactive
1011,Advanced,Data Science,2-4 hours,68,Career,Deep Learning,Easy,Video
1012,Intermediate,Data Science,1-2 hours,85,Hobby,SQL for Data,Easy,Article
1013,Intermediate,Data Science,4-6 hours,63,Academic,Pandas & Data Cleaning,Easy,Interactive
1014,Beginner,Web Development,6+ hours,97,Hobby,Responsive Design,Easy,Book
1015,Beginner,Web Development,4-6 hours,63,Hobby,HTML/CSS Basics,Easy,Interactive
1016,Beginner,Web Development,4-6 hours,59,Career,HTML/CSS Basics,Easy,Interactive
1017,Beginner,Python,6+ hours,89,Career,Functions and Modules,Hard,Book
1018,Advanced,Python,6+ hours,73,Academic,System Design,Medium,Book
1019,Intermediate,Mobile Development,4-6 hours,81,Hobby,Flutter/Dart,Easy,Interactive
1020,Advanced,Data Science,6+ hours,64,Hobby,Deep Learning,Easy,Book
1021,Beginner,Mobile Development,6+ hours,80,Career,Programming Fundamentals,Hard,Book
1022,Advanced,Data Science,6+ hours,93,Hobby,Advanced Visualization,Easy,Book
1023,Intermediate,Python,6+ hours,70,Career,Libraries (Pandas/NumPy),Medium,Book
